pdf_id,pdf_filename,local_path,sha256,paper_title,authors,year,venue,version,relevance_screening,pass_reason,analysis_file,status,page_count,duplicate_of,version_note,screening_reason,doi,arxiv,screening_source_location,read_scope,source_type,sort_index
B037,Lang 등 - 2025 - VDTF-ACT ACT-based Multimodal Space Fine Manipulation Method with Visual Depth Tactile Fusion.pdf,260918/Lang 등 - 2025 - VDTF-ACT ACT-based Multimodal Space Fine Manipulation Method with Visual Depth Tactile Fusion.pdf,b2a853f00e404205c401f93f4c9f1a9948347d90e12dc6a214feb309cbf88f1d,VDTF-ACT: ACT-based Multimodal Space Fine Manipulation Method with Visual Depth Tactile Fusion,Siyi Lang; Jihang Chen; Bo Zhang; Hanlin Dong; Panfeng Huang; Zhiqiang Ma,2025,"IEEE/RSJ IROS 2025, 1511–1517",Publisher PDF,Relevant,Not applicable,papers/2025-lang-vdtf-act.md,completed,7,Not applicable,선택 범위 내 다른 버전 없음,Low-gravity insertion에서 vision/depth와 distributed force tactile을 결합하며 tactile encoder를 비교한다. Tactile가 object–gripper relative motion에 대한 feedback을 제공한다는 저자 설명과 실제 비교 범위를 분리해 정리할 수 있다. Depth와 tactile을 함께 추가한 비교이므로 각 modality의 독립적 기여를 과장하지 않는다.,10.1109/IROS60139.2025.11246342,Not stated,Abstract p.1; §IV pp.3–5; §V-D p.6,"PDF pp.1–7 전체(본문·알고리즘·실험·결론·참고문헌), Fig.5 p.6 렌더 확인. 별도 부록 없음.",Research paper,37
B038,Lee 등 - 2024 - DexTouch Learning to Seek and Manipulate Objects With Tactile Dexterity (2).pdf,260918/Lee 등 - 2024 - DexTouch Learning to Seek and Manipulate Objects With Tactile Dexterity (2).pdf,cf9edbb075ea6bbdf55845cf692642ea9dc39f9747589b16683ea087058a117d,DexTouch: Learning to Seek and Manipulate Objects With Tactile Dexterity,Kang-Won Lee; Yuzhe Qin; Xiaolong Wang; Soo-Chul Lim,2024,"IEEE Robotics and Automation Letters 9(12), 10772–10779",Publisher PDF; current version 21 October 2024,Relevant,Not applicable,papers/2024-lee-dextouch.md,completed,8,Not applicable,"B038/B039는 SHA가 다르지만 동일 DOI/본문/표를 가진 publisher copies. 다운로드 footer를 제거한 text가 완전히 일치. B038 대표, B039 duplicate.",16-channel Binary tactile로 vision 없는 grasp/door/valve manipulation을 수행하며 current object pose가 없는 actor와 object GT를 받는 critic을 명시적으로 분리한다. Sensor 제거·민감도·배치·wrist F/T 대체 비교가 있어 reduced tactile 및 F/T의 실제 역할을 비교하는 직접 근거다. Binary tactile와 F/T를 함께 넣은 실험은 아니다.,10.1109/LRA.2024.3478571,Not stated,"Abstract/§I, p.1; §III–IV, pp.2–5; §V-C–D, p.6","B038 PDF pp.1–8 전체(related work, methods, rewards, training, all experiments/conclusion/references). Fig.5 및 Table II–III를 확대 렌더로 확인. B039는 전 페이지 text를 footer 제외 비교하여 동일 본문 확인.",Research paper,38
B039,Lee 등 - 2024 - DexTouch Learning to Seek and Manipulate Objects With Tactile Dexterity.pdf,260918/Lee 등 - 2024 - DexTouch Learning to Seek and Manipulate Objects With Tactile Dexterity.pdf,1acdf1b6ca87db993050706032e60df71836c4675e02151219acff3a6fdb863a,DexTouch: Learning to Seek and Manipulate Objects With Tactile Dexterity,Kang-Won Lee; Yuzhe Qin; Xiaolong Wang; Soo-Chul Lim,2024,"IEEE Robotics and Automation Letters 9(12), 10772–10779",Publisher PDF; current version 21 October 2024,duplicate,Not applicable,papers/2024-lee-dextouch.md,duplicate,8,B038,Same DOI/publisher version as B038. Entire extracted body identical after removing download footer; SHA differs. No method/result changes.,16-channel Binary tactile로 vision 없는 grasp/door/valve manipulation을 수행하며 current object pose가 없는 actor와 object GT를 받는 critic을 명시적으로 분리한다. Sensor 제거·민감도·배치·wrist F/T 대체 비교가 있어 reduced tactile 및 F/T의 실제 역할을 비교하는 직접 근거다. Binary tactile와 F/T를 함께 넣은 실험은 아니다.,10.1109/LRA.2024.3478571,Not stated,"Abstract/§I, p.1; §III–IV, pp.2–5; §V-C–D, p.6",Duplicate comparison: all pages text compared with B038 excluding download footer; B038 fully read and figures/tables inspected.,Research paper,39
B040,Lee 등 - 2025 - Progressive Policy Learning A Hierarchical Framework for Dexterous Bimanual Manipulation.pdf,260918/Lee 등 - 2025 - Progressive Policy Learning A Hierarchical Framework for Dexterous Bimanual Manipulation.pdf,40965d06e240b0cc50077cf2deebae06c09164a6b7fd7a320b23bab14f23294a,Progressive Policy Learning: A Hierarchical Framework for Dexterous Bimanual Manipulation,Kang-Won Lee; Jung-Woo Lee; Seongyong Kim; Soo-Chul Lim,2025,"Mathematics 13(22), 3585",Publisher open-access PDF; published 8 November 2025,Partially Relevant,Not applicable,papers/2025-lee-progressive-policy-learning.md,completed,18,Not applicable,선택 범위 내 다른 버전 없음,"두 손의 cube grasp-and-rotate RL을 실행 중 RGB-D/ArUco로 갱신되는 cube body/layer pose와 keypoint에 의존해 수행하며 tactile/F/T observation은 없다. 다만 measured wrench가 아닌 외력 disturbance와 접촉 sensing을 분리하고, 저자가 vision-centric state estimation의 physical-interaction 정보 부재를 실물 실패 원인으로 명시해 tactile-vision fusion을 후속 과제로 제시한다. 따라서 제한 sensing 정책의 직접 근거가 아니라 current-pose vision 및 미관측 접촉의 비교군으로 포함한다.",10.3390/math13223585,Not stated,"Abstract/§3.1–3.2, PDF pp.1,4–8; §4.4–5, pp.13–16","PDF pp.1–18 전체(본문, 수식, 표·그림, 결론, 참고문헌). Fig.5/Table 2의 비교 수치를 렌더 확인. 별도 Video S1은 확인하지 않음.",Research paper,40
B041,Liang 등 - 2020 - In-Hand Object Pose Tracking via Contact Feedback and GPU-Accelerated Robotic Simulation.pdf,260918/Liang 등 - 2020 - In-Hand Object Pose Tracking via Contact Feedback and GPU-Accelerated Robotic Simulation.pdf,52e13e7a78ceab0d86ebd0b7b5f4b0b7137c52cd79f9330d774df98dc96b4313,In-Hand Object Pose Tracking via Contact Feedback and GPU-Accelerated Robotic Simulation,Jacky Liang; Ankur Handa; Karl Van Wyk; Viktor Makoviychuk; Oliver Kroemer; Dieter Fox,2020,"2020 IEEE International Conference on Robotics and Automation (ICRA), 6203–6209",IEEE conference publisher PDF,Relevant,Not applicable,papers/2020-liang-in-hand-object-pose-tracking.md,completed,7,Not applicable,선택 범위 내 다른 버전 없음; PDF에 DOI는 명시되지 않음,"초기 vision pose 이후 조작 중 vision 없이 fingertip BioTac에서 추정한 3D contact-force vectors와 robot state/history를 physics simulations에 대조해 6D in-hand object pose를 30 Hz로 추적한다. Wrist wrench가 아니라 tactile-derived force이며, known sensor pose·object mesh·initial visual belief·forward dynamics 가정을 요구하고 banana slippage에서 모든 hypotheses가 발산하면 회복하지 못하는 한계를 직접 보여 준다.",Not stated,Not stated,"Abstract/§I, PDF pp.1–2; §III, pp.2–5; §IV–V, pp.5–6","PDF pp.1–7 전체(본문, Algorithm 1, Fig.2–4, 결론, 참고문헌). Fig.3–4의 contact ablation과 real failure를 렌더 확인. 별도 supplement 없음.",Research paper,41
B042,Liang 등 - 2023 - Code as Policies Language Model Programs for Embodied Control.pdf,260918/Liang 등 - 2023 - Code as Policies Language Model Programs for Embodied Control.pdf,e36857fa13746da031444ec59549e61204ca92d599b1d048ac1c55aaf1f6d0a3,Code as Policies: Language Model Programs for Embodied Control,Jacky Liang; Wenlong Huang; Fei Xia; Peng Xu; Karol Hausman; Brian Ichter; Pete Florence; Andy Zeng,2023,Not stated,"arXiv:2209.07753v4, 25 May 2023",PASS,언어모델의 robot policy code 생성 연구이며 tactile/F/T compensation을 분석하지 않는다. Appendix F의 impedance 예제도 current EEF position/velocity·Jacobian으로 joint torque를 생성하며 force/contact sensing 입력을 사용하지 않아 PASS.,Not applicable,passed,16,Not applicable,2022 arXiv ID이나 이 PDF version date는 2023. Venue는 PDF 미명시,일반 visual/perception API와 controller code synthesis의 연구로 현재 Review 질문의 실질적 sensor evidence가 없음.,Not stated,2209.07753v4,"Abstract/§I, p.1; §III-D, p.5; Appendix F, pp.11–12","Screening: abstract/introduction, methodology/perception-control overview, Appendix F impedance example 및 입력 확인. 상세 분석하지 않음.",Research paper,42
B043,Lin 등 - 2022 - Tactile Gym 2.0 Sim-to-Real Deep Reinforcement Learning for Comparing Low-Cost High-Resolution Robo.pdf,260918/Lin 등 - 2022 - Tactile Gym 2.0 Sim-to-Real Deep Reinforcement Learning for Comparing Low-Cost High-Resolution Robo.pdf,e2d99c8f078d3c46b3f3032a2fc5c1c2bb319804de050bfa13cb62fccad0761b,Tactile Gym 2.0: Sim-to-Real Deep Reinforcement Learning for Comparing Low-Cost High-Resolution Robot Touch,Yijiong Lin; John Lloyd; Alex Church; Nathan F. Lepora,2022,"IEEE Robotics and Automation Letters 7(4), 10754–10761",IEEE publisher PDF; current version 9 August 2022,Relevant,Not applicable,papers/2022-lin-tactile-gym-2.md,completed,8,Not applicable,선택 범위 내 다른 버전 없음,"TacTip, DIGIT, DigiTac의 optical tactile image를 동일 sim-to-real PPO framework에 넣어 object pushing·edge following·surface following을 실물에서 비교한다. Current object pose는 policy 입력으로 보고되지 않고 ArUco/CAD는 평가 GT에 쓰이며, sensor 구조·stiffness·contact deformation이 약한 물체와 concave surface 실패를 좌우한다. 다만 세 sensor 모두 tactile을 사용해 no-tactile/FT baseline은 없다.",10.1109/LRA.2022.3195195,Not stated,"Abstract/§III-B–F, PDF pp.1–5; §IV–V, pp.5–8","PDF pp.1–8 전체(본문, Tables I–VII, Figs.1–7, discussion, 참고문헌). p.6 Table IV–V와 pushing failure를 렌더 확인. 별도 supplement/video는 확인하지 않음.",Research paper,43
B044,Lin 등 - 2023 - Attention for Robot Touch Tactile Saliency Prediction for Robust Sim-to-Real Tactile Control.pdf,260918/Lin 등 - 2023 - Attention for Robot Touch Tactile Saliency Prediction for Robust Sim-to-Real Tactile Control.pdf,806a84c298a9045f891ef497c4605430841524753a285b7f65dcad9ca5405690,Attention for Robot Touch: Tactile Saliency Prediction for Robust Sim-to-Real Tactile Control,Yijiong Lin; Mauro Comi; Alex Church; Dandan Zhang; Nathan F. Lepora,2023,"2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS), 10806–10812",IEEE conference publisher PDF,Relevant,Not applicable,papers/2023-lin-tactile-saliency.md,completed,7,Not applicable,선택 범위 내 다른 버전 없음,"단일 TacTip image에 target edge와 distractor contacts가 함께 나타날 때 contact-depth map과 saliency map으로 target contact만 분리하고, tactile pose PID와 image-based deep-RL controller 모두의 실물 edge-following failure를 복구한다. Net F/T가 아니라 spatial tactile image를 사용해 multi-contact ambiguity를 줄이는 직접 사례이며, current global object pose·scene vision 없이 local target-contact pose/shape를 보완한다.",10.1109/IROS55552.2023.10341888,Not stated,"Abstract/§I, PDF p.1; §III, pp.2–4; §IV-C–V, pp.5–7","PDF pp.1–7 전체(방법 수식, Tables I–II, Figs.1–6, discussion/future, 참고문헌). pp.5–6의 pose/control 비교표와 pipeline을 렌더 확인. Project page와 supplement는 확인하지 않음.",Research paper,44
B045,Lin 등 - 2023 - Bi-Touch Bimanual Tactile Manipulation With Sim-to-Real Deep Reinforcement Learning.pdf,260918/Lin 등 - 2023 - Bi-Touch Bimanual Tactile Manipulation With Sim-to-Real Deep Reinforcement Learning.pdf,74151c1505e6d62d406005739cb859791a5e63f9a120ec254aa0a183a6e47f99,Bi-Touch: Bimanual Tactile Manipulation With Sim-to-Real Deep Reinforcement Learning,Yijiong Lin; Alex Church; Max Yang; Haoran Li; John Lloyd; Dandan Zhang; Nathan F. Lepora,2023,"IEEE Robotics and Automation Letters 8(9), 5472–5479",IEEE publisher PDF; current version 24 July 2023,Relevant,Not applicable,papers/2023-lin-bi-touch.md,completed,8,Not applicable,선택 범위 내 다른 버전 없음,"두 TacTip optical tactile image와 proprioception만으로 bi-pushing·bi-reorienting·bi-gathering PPO policies를 학습·실물 전이한다. Simulator object pose와 goals는 reward·curriculum에 쓰지만 실물 actor에는 object pose가 없고, ArUco는 정량 평가에만 쓴다고 명시한다. F/T 입력은 없으며 random force는 disturbance다.",10.1109/LRA.2023.3295991,Not stated,"Abstract/§III-B–C, PDF pp.1,3–5; §IV–V, pp.5–8; Fig.7 caption, p.7","PDF pp.1–8 전체(본문, Eqs.1–4, Tables I–III, Figs.1–7, discussion/future work, 참고문헌). pp.5–7의 학습 곡선·정량표·ArUco 설명을 렌더 확인. Supplementary video는 확인하지 않음.",Research paper,45
B046,Liu 등 - 2024 - Tactile Active Inference Reinforcement Learning for Efficient Robotic Manipulation Skill Acquisition.pdf,260918/Liu 등 - 2024 - Tactile Active Inference Reinforcement Learning for Efficient Robotic Manipulation Skill Acquisition.pdf,3fbd7187e4c38f2304ea421fe7979f896e82a815fee4f5cd11a811e3f4f7d8fc,Tactile Active Inference Reinforcement Learning for Efficient Robotic Manipulation Skill Acquisition,Zihao Liu; Xing Liu; Yizhai Zhang; Zhengxiong Liu; Panfeng Huang,2024,"2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS), 10884–10889",Publisher,Relevant,Not applicable,papers/2024-liu-tactile-active-inference.md,completed,6,Not applicable,Selected PDF version only; no alternate version comparison,"고해상도 tactile image를 접촉 중심·강도·optical-flow entropy로 축약하고 로봇/물체 상태와 결합하는 연구다. Sim pushing과 real screwing에서 object 정보 조건이 크게 달라 이를 분리해야 한다. 특히 tactile 없는 AIRL 비교와, nut angle GT 대신 tactile entropy를 reward로 쓰는 구조가 조사 질문에 직접 대응한다.",10.1109/IROS58592.2024.10802750,Not stated,"Abstract/§I, p.1; §III-B–IV-B, pp.3–5","PDF pp.1–6 전체(참고문헌 포함), 별도 Appendix 없음; pp.4–5 그림·수식·결과 그래프 렌더 확인. 외부 코드/영상은 확인하지 않음.",Research paper,46
B047,Liu 등 - 2025 - FACTR Force-Attending Curriculum Training for Contact-Rich Policy Learning.pdf,260918/Liu 등 - 2025 - FACTR Force-Attending Curriculum Training for Contact-Rich Policy Learning.pdf,8d59e64b4e599f6cbb67096647f546b28fccca5ceaa7ef86df8500fbc3c4fcab,FACTR: Force-Attending Curriculum Training for Contact-Rich Policy Learning,Jason Jingzhou Liu; Yulong Li; Kenneth Shaw; Tony Tao; Ruslan Salakhutdinov; Deepak Pathak,2025,Not stated (arXiv preprint),"arXiv v2, 2025-04-24",Relevant,Not applicable,papers/2025-liu-factr.md,completed,15,Not applicable,Selected PDF version only; no alternate version comparison,Robot external joint torque를 vision과 결합하고 force 입력을 무시하는 학습 문제를 curriculum으로 완화한다. Sensor 및 curriculum 비교가 있어 접촉 정보의 실제 추가 역할을 평가할 수 있다. 측정원은 joint torque 및 gripper current이며 wrist F/T나 distributed tactile이 아니다.,Not stated,2502.17432v2,"Title/Abstract/§I, PDF pp.1–2; §IV-A/§V-A, PDF pp.4–6","PDF pp.1–15 전체 및 Appendix VII–XII 확인; pp.9,14–15의 attention·ablation·task 결과표 렌더 확인. 외부 코드/영상 미확인.",Research paper,47
B048,Liu 등 - 2025 - FetchBot Learning Generalizable Object Fetching in Cluttered Scenes via Zero-Shot Sim2Real 1.pdf,260918/Liu 등 - 2025 - FetchBot Learning Generalizable Object Fetching in Cluttered Scenes via Zero-Shot Sim2Real 1.pdf,c64f231cbd632118f33cbaf85e3aee488ec1effb501c22deb0a314a56f43df80,FetchBot: Learning Generalizable Object Fetching in Cluttered Scenes via Zero-Shot Sim2Real,Weiheng Liu; Yuxuan Wan; Jilong Wang; Yuxuan Kuang; Wenbo Cui; Xuesong Shi; Haoran Li; Dongbin Zhao; Zhizheng Zhang; He Wang,2025,9th Conference on Robot Learning (CoRL 2025),"arXiv v2, 2025-08-24",PASS,RGB로 예측한 depth와 occupancy completion을 이용하는 vision-based fetching 연구다. Method/Observation을 확인했으나 tactile/F/T 또는 접촉 피드백의 정보 부족·역할 분담을 분석하지 않아 PASS.,Not applicable,passed,26,Not applicable,Selected arXiv v2; CoRL 2025 header on PDF p.1. No alternate version among assigned IDs.,Vision/occupancy 기반 가림 복원과 oracle distillation이 중심이며 이번 contact-sensing 질문의 직접 근거가 없음.,Not stated,2502.17894v2,"Abstract/§1, PDF pp.1–2; §3.1–3.4, PDF pp.3–5",Screening only: PDF pp.1–5 title/abstract/introduction/related work/method/observation. PASS 이후 상세 분석하지 않음.,Research paper,48
B049,Liu 등 - 2025 - ForceMimic Force-Centric Imitation Learning with Force-Motion Capture System for Contact-Rich Manip.pdf,260918/Liu 등 - 2025 - ForceMimic Force-Centric Imitation Learning with Force-Motion Capture System for Contact-Rich Manip.pdf,3d03855b800a8ca9c897a37b1766436a30d55f04e3780659d59497d27ea870f2,ForceMimic: Force-Centric Imitation Learning with Force-Motion Capture System for Contact-Rich Manipulation,Wenhai Liu; Junbo Wang; Yiming Wang; Weiming Wang; Cewu Lu,2025,"IEEE ICRA 2025, pp.1105–1112",Publisher version,Relevant,Not applicable,papers/2025-liu-forcemimic.md,completed,8,Not applicable,Selected PDF version only; no alternate version comparison,"시각 경로의 접촉 오차를 force control로 보완하는 모방학습 연구다. 특히 제안 정책의 force 출력과 저수준 force feedback을 구분하며, force를 정책 입력에 추가한 비교군이 오히려 실패하는 사례를 제시한다. Tactile 병용 연구는 아니지만 추가 센서 정보의 역할과 배포 시 입력 분포 문제에 직접 근거를 준다.",10.1109/ICRA55743.2025.11128061,Not stated,"Title/Abstract/§I–III, PDF pp.1–4","PDF pp.1–8 전체(본문 pp.1–6, 참고문헌 pp.7–8); Fig.4 및 Table I/Figs.6–7을 렌더 확인. 별도 부록 없음.",Research paper,49
B050,Liu 등 - 2025 - Learning a High-quality Robotic Wiping Policy Using Systematic Reward Analysis and Visual-Language M.pdf,260918/Liu 등 - 2025 - Learning a High-quality Robotic Wiping Policy Using Systematic Reward Analysis and Visual-Language M.pdf,dbe9a465f98a1ac28aa8dc70e8796626df1a2e3bf6aa1b360ec84aab1ec99ec9,Learning a High-quality Robotic Wiping Policy Using Systematic Reward Analysis and Visual-Language Model Based Curriculum,Yihong Liu; Dongyeop Kang; Sehoon Ha,2025,Not stated,"arXiv v1, 18 February 2025",Relevant,Not applicable,papers/2025-liu-high-quality-robotic-wiping.md,completed,7,Not applicable,Selected PDF version only; no alternate version comparison,"Blind surface wiping에서 curvature/friction을 관측하지 않고 F/T와 robot state 및 주어진 waypoint로 접촉 힘과 이동을 제어한다. 실행 시 센서 정보와 학습 중 contact/collision·waypoint 보상, VLM 영상 피드백을 구분할 수 있다. Tactile 비교가 아니라 force 기반 partial-observation manipulation 및 training-only 정보 사례로 포함한다.",Not stated,2502.12599v1,"Abstract/§I/§III-A, PDF pp.1–3","PDF pp.1–7 전체(본문 pp.1–6, 참고문헌 p.7); Table I 및 Fig.4 렌더 확인. 별도 부록 없음.",Research paper,50
B051,Lloyd 및 Lepora - 2024 - Pose-and-shear-based tactile servoing.pdf,260918/Lloyd 및 Lepora - 2024 - Pose-and-shear-based tactile servoing.pdf,dbb9876a0719e4e18e36c59234ecff5ec525f253a26ef2e2590a1f68804aea66,Pose-and-shear-based tactile servoing,John Lloyd; Nathan F. Lepora,2024,"The International Journal of Robotics Research 43(7), 1024–1055",Publisher version,Relevant,Not applicable,papers/2024-lloyd-pose-and-shear-tactile-servoing.md,completed,32,Not applicable,Selected PDF version only; no alternate version comparison,외부 vision/current whole-object pose 없이 tactile의 local pose-and-shear와 proprioception으로 surface following과 pushing을 수행한다. 특히 slip-induced tactile aliasing을 uncertainty model 및 robot kinematics 기반 Bayesian filter로 보완하고 그 효과를 비교한다. Binary marker image와 영역별 contact Boolean은 다른 표현이므로 구분해서 분석한다.,10.1177/02783649231225811,Not stated,"Abstract/§1/§3, PDF pp.1–2,5–12","PDF pp.1–32 전체(본문 pp.1–26, 참고문헌 pp.26–28, Appendices A–D pp.28–32); Tables 2/4/6–9 렌더 확인.",Research paper,51
B052,Luu 등 - 2026 - ManiFeel Benchmarking and Understanding Visuotactile Manipulation Policy Learning.pdf,260918/Luu 등 - 2026 - ManiFeel Benchmarking and Understanding Visuotactile Manipulation Policy Learning.pdf,f9bbb98529baf333276c989b912a5f887a3ec4ba6156d6debd2601882664cc12,ManiFeel: Benchmarking and Understanding Visuotactile Manipulation Policy Learning,Quan Khanh Luu; Pokuang Zhou; Zhengtong Xu; Zhiyuan Zhang; Qiang Qiu; Yu She,2026,Not stated,"arXiv v2, 12 January 2026",Relevant,Not applicable,papers/2026-luu-manifeel.md,completed,19,Not applicable,Selected PDF version only; no alternate version comparison,"Vision-only, vision+TacRGB, vision+distributed tactile force field를 같은 proprioception·imitation-policy 조건에서 비교하여 tactile 정보의 과업별 역할과 추가 입력의 역효과를 직접 보여 준다. 다만 실행 중 vision을 계속 사용하며 tactile-only 조건은 없고, TacFF는 wrist 6축 F/T가 아니라 접촉면의 normal/shear grid다.",Not stated,2505.18472v2,"Abstract/§I/§III-A–B, PDF pp.1–7","PDF pp.1–19 전체(본문 pp.1–14, Appendices A–D pp.14–17, 참고문헌 pp.17–19); Figs.5/11 및 Tables II/IV를 렌더 확인. 별도 supplement는 확인하지 않음.",Research paper,52
B053,Ma 등 - 2026 - Current as Touch Proprioceptive Contact Feedback for Compliant Dexterous Manipulation.pdf,260918/Ma 등 - 2026 - Current as Touch Proprioceptive Contact Feedback for Compliant Dexterous Manipulation.pdf,34aa3921204a77c9ce36aeaf5fe0b59191fa25fff206dabd38a4c5634578a88e,Current as Touch: Proprioceptive Contact Feedback for Compliant Dexterous Manipulation,Chenyang Ma; Yunchao Yao; Zhenyu Wei; Ruogu Li; Daniel Szafir; Mingyu Ding,2026,Not stated,"arXiv v1, 3 July 2026",Relevant,Not applicable,papers/2026-ma-current-as-touch.md,completed,18,Not applicable,Selected PDF version only; no alternate version comparison,"외부 tactile/F/T 없이 hand motor current와 joint-state history를 contact/load cue로 사용하고 current 제거 ablation을 실물에서 수행한다. Current는 calibrated force나 wrench가 아니며 contact location도 주지 않으므로, proprioceptive force proxy의 정보·가정·모호성과 object-pose 보완 조건을 직접 비교할 수 있다.",Not stated,2607.03529v1,"Abstract/§1/§3, PDF pp.1–6","PDF pp.1–18 전체(본문 pp.1–9, Appendices A–C pp.9–15, 참고문헌 pp.16–18); Fig.3, Tables 1–4/7 및 Appendix C를 렌더 확인. Webpage/video는 확인하지 않음.",Research paper,53
B054,Manuelli 및 Tedrake - 2016 - Localizing external contact using proprioceptive sensors The Contact Particle Filter.pdf,260918/Manuelli 및 Tedrake - 2016 - Localizing external contact using proprioceptive sensors The Contact Particle Filter.pdf,d7330c53000689c6109986b637cf330e0ba72cc7df78e879548df861c84de453,Localizing External Contact Using Proprioceptive Sensors: The Contact Particle Filter,Lucas Manuelli; Russ Tedrake,2016,"IEEE/RSJ IROS 2016, pp.5062–5069",Publisher version,Relevant,Not applicable,papers/2016-manuelli-contact-particle-filter.md,completed,8,Not applicable,Selected PDF version only; no alternate version comparison,Wrist F/T 단독 연구는 아니지만 joint-torque residual로 접촉 위치를 복원할 때 필요한 geometry·dynamics·friction 조건과 multi-contact 비식별성을 직접 다룬다. 따라서 force 정보의 locality 복원 범위와 추가 가정을 판단하는 핵심 근거로 포함한다. 조작 policy 학습 성능을 제시하는 논문으로 취급하지 않는다.,Not stated,Not stated,"Abstract/§I–IV, PDF pp.1–3",PDF pp.1–8 전체; Fig.3–4 및 Table I/§VI를 렌더 확인. 별도 부록 없음.,Research paper,54
B055,Marques 등 - 2025 - Map Space Belief Prediction for Manipulation-Enhanced Mapping.pdf,260918/Marques 등 - 2025 - Map Space Belief Prediction for Manipulation-Enhanced Mapping.pdf,2d27bf0208b733bb34e551baebb269dc2e2824bde898abce6b5996d326bfdd05,Map Space Belief Prediction for Manipulation-Enhanced Mapping,Joao Marcos Correia Marques; Nils Dengler; Tobias Zaenker; Jesper Mücke; Shenlong Wang; Maren Bennewitz; Kris Hauser,2025,Not stated,"arXiv v3, 2025-06-18",PASS,RGB-D semantic mapping의 상위 viewpoint/push 선택과 map-belief prediction 연구다. Push 중 관측 부재와 learned dynamics는 다루지만 tactile/F/T·접촉 센싱의 정보 보완이나 한계를 분석하지 않아 이번 Review 범위에서는 PASS.,Not applicable,passed,15,Not applicable,"Selected arXiv v3 dated 2025-06-18, PDF p.1; publication venue not stated there.",일반적 partial-observation mapping을 접촉 센싱 연구로 확대하지 않음.,Not stated,2502.20606v3,"Abstract/§I, PDF pp.1–2; §III/IV-A–C, PDF pp.3–4",Screening only: PDF pp.1–4 title/abstract/introduction/related work/problem/method/observation. PASS 이후 상세 분석하지 않음.,Research paper,55
B056,Martin-Martin 등 - 2019 - Variable Impedance Control in End-Effector Space An Action Space for Reinforcement Learning in Cont.pdf,260918/Martin-Martin 등 - 2019 - Variable Impedance Control in End-Effector Space An Action Space for Reinforcement Learning in Cont.pdf,82b4393c8ff1a3e0a0ffd37d6f10af61822781da33c5dc5d2b550d1e44def9f7,Variable Impedance Control in End-Effector Space: An Action Space for Reinforcement Learning in Contact-Rich Tasks,Roberto Martín-Martín; Michelle A. Lee; Rachel Gardner; Silvio Savarese; Jeannette Bohg; Animesh Garg,2019,IEEE/RSJ IROS 2019,IEEE publisher PDF,PASS,"Action-space/impedance 비교가 중심이며 tactile 또는 force observation을 사용하지 않는다. Wiping은 RGB+EEF pose/velocity를 사용하고 실물에서도 direct force sensing이 없다고 명시하여, 현재 contact information 보완 질문의 직접 근거가 아니므로 PASS.",Not applicable,passed,8,Not applicable,선택 범위에서 중복 미확인,"Action-space/impedance 비교가 중심이며 tactile 또는 force observation을 사용하지 않는다. Wiping은 RGB+EEF pose/velocity를 사용하고 실물에서도 direct force sensing이 없다고 명시하여, 현재 contact information 보완 질문의 직접 근거가 아니므로 PASS.",Not stated,Not stated,"Title/Abstract/Introduction; controller overview; §V.C Observation 및 실물 센싱 명시, PDF pp.1–3,7","Title/Abstract/Introduction; controller overview; §V.C Observation 및 실물 센싱 명시, PDF pp.1–3,7",Research paper,56
B057,Miller 등 - 2025 - Enhancing Tactile-based Reinforcement Learning for Robotic Control.pdf,260918/Miller 등 - 2025 - Enhancing Tactile-based Reinforcement Learning for Robotic Control.pdf,e51421f53cd0d4b333b05f64adf74fc0f7a52e8ee48c4bbc1c07276a1d0573b2,Enhancing Tactile-based Reinforcement Learning for Robotic Control,Elle Miller; Trevor McInroe; David Abel; Oisin Mac Aodha; Sethu Vijayakumar,2025,NeurIPS 2025,"arXiv v1, 24 October 2025; NeurIPS 2025 header; Appendix A–H 포함",Relevant,Not applicable,papers/2025-miller-enhancing-tactile-rl.md,completed,28,Not applicable,선택 범위에서 동일 논문의 다른 버전은 확인되지 않음,Sparse binary contact와 proprioception/history를 결합하고 tactile 제거 및 자기지도 표현학습을 비교한다. Object pose 없는 actor·critic과 GT를 쓰는 reward/reset을 분리하여 검토할 수 있다. 모든 로봇 실험은 simulation이며 실물 전이 성과로 해석하지 않는다.,Not stated,2510.21609v1,"Title/Abstract/Introduction/Method overview/Observation, PDF pp.1–3",PDF pp.1–28 본문 및 포함된 부록을 새로 확인; 핵심 표·그림 렌더링 확인,Research paper,57
